code,pk_id,like count,post,updatedAt,firtstmatch
z2VOHbobwe,9702158,1054,Fighting these guys #paparazzi style for the right spot. @jamessharpe1984 filming #behindthescenes and @josebassmakeup grabbing a few shots. Last of the day. Thanks @jodienellist for the photo! light #costarica #behindthescenes #villa #goldenhour,2023-11-18 21:19:51,@jamessharpe1984
z3DT2Uob0U,9702158,954,"#Repost @kristieleephotographer with @repostapp. ・・・ The thought of putting shoes back on and heading back to the snow in New York is totally depressing! We have had such amazing week here in Costa Rica. Such a beautiful place, with a great team, so grateful for new friends, sunshine, fashion, fun. #costarica #fun #photography #fashion #beautiful #beach #lucky #grateful  @larajadephotography",2023-11-18 21:19:51,@kristieleephotographer
z5TDdRob1A,9702158,1329,"This morning I woke up to snow, a bit of a contrast from the sandy beaches, palm trees and sunsets like this in #costarica. Don't be fooled by the grace of my pose, I pulled a muscle doing this! Photo by @kristieleephotographer #sunset #puravida #reflection #silhouette #beach #tamarindo",2023-11-18 21:19:51,@kristieleephotographer
z7kLApIb-i,9702158,1209,"New beauty work with @georgiehobday, Make up by @marcoantoniolondon, Hair by @haircraigmarsden, Retouching by @ashleegrayretouch #beauty #georgiehobday #fashionphotography #pastel #colorful #makeup #MAC",2023-11-18 21:19:51,@georgiehobday
zsKd2-IbyJ,9702158,1124,Shooting today in paradise with @kristieleephotographer @josebassmakeup @jamiemccormickhair @jodienellist @myragonzalez @tamarindodiria #costarica #beach #behindthescenes,2023-11-18 21:19:51,@kristieleephotographer
ztHsS2Ib2p,9702158,821,#Repost @kristieleephotographer with @repostapp. ・・・ Last shot of the day! #magic #shoot #fashion #photography #sunset #photographer #beautiful #light @larajadephotography @karolinawallace @josebassmakeup @jodienellist @jamiemccormickhair @hellofashion_uk @myragonzalez @jamessharpe1984,2023-11-18 21:19:51,@kristieleephotographer
ztKSq0ob7-,9702158,2271,Taking a break in-between shots! Thanks @tamarindodiria for a wonderful stay. Photo by @kristieleephotographer #behindthescenes #tamarindo #pool #relaxing,2023-11-18 21:19:51,@tamarindodiria
zyBtm6ob1s,9702158,1291,I could get used to this view! Day 4 in #costarica. Day off in-between shooting soaking up some sun #instapalm #palmtrees #relaxing #costarica #tamarindo #tamarindodiria #sunlight,2023-11-18 21:19:51,
zyChdjob2t,9702158,1201,Star of the show on yesterdays ranch shoot for @hellofashion_uk! #dogsofinstagram #behindthescenes #chihuahua #dogsofcostarica,2023-11-18 21:19:51,@hellofashion_uk
zyMjT8Ib3I,9702158,1302,The beautiful @daniseitz arrived for the next @hellofashion_uk shoot. Enjoying the sunset and a piña colada! #daniseitz #palmtrees #costarica #tamarindo,2023-11-18 21:19:51,@daniseitz
zF75hRob_5,9702158,1462,Today only - get 10% off my upcoming workshops in LA and Vancouver. Email LJWorkshops@gmail.com for details!  Ends 12pm midnight EST. www.larajadeworkshops.com #fashionphotography #workshops #photoworkshop #larajadeworkshops #behindthescenes,2023-11-18 21:20:18,@gmail.com
zKnYdWIb2T,9702158,1748,"See you soon LA! Can't wait to be back at this beautiful location. I'll be working on a project I'll announce soon! Model @averytharp, Styling by Marissa Adele, Hair/Make Up by Jennifer Hanching #averytharp #losangeles #topanga #ornate #photogenics #gown #beauty",2023-11-18 21:20:18,@averytharp
zN4tVFob2i,9702158,1581,Shooting today at one of my favorite places in Los Angeles with @erinokeefe5 and @jennartist - LOVE this look! Thank you @shopcreativ for this gorgeous dress! #behindthescenes #california #fashionphotography #reddress #britnistanwood,2023-11-18 21:20:18,@erinokeefe5
zn63w3ob-M,9702158,1525,Arrived into Costa Rica and straight to the beach! Photo by @kristieleephotographer #costarica #sunset #workcation,2023-11-18 21:20:18,@kristieleephotographer
zn7pwZIb_R,9702158,1216,Excited for the next week here in #costarica - working on a few editorials for Hello! Fashion Monthly. Happy to have @kristieleephotographer join me! #beach #workcation #sunset,2023-11-18 21:20:18,@kristieleephotographer
zQtHk4Ib73,9702158,1090,"Loved shooting here whilst in LA! It's inspiring to wake up to this view every morning. It's also the location for my upcoming photography workshops in April, we still have a few places left on both events! See the workshop schedule at www.larajadeworkshops.com #topanga #mountainmermaid #california #goldenhour #inspiration",2023-11-18 21:20:18,
zQtmUCob8q,9702158,4316,Thank you @kristieleephotographer for my new headshots. Love them! #headshot #backlight #larajade,2023-11-18 21:20:18,@kristieleephotographer
zSwYhOob8L,9702158,3233,Another new headshot of me taken by @kristieleephotographer! #headshot #backlight #larajade,2023-11-18 21:20:18,@kristieleephotographer
zVTEqrIby5,9702158,1811,I'm going to miss this little pug! @suebryce thank you for a wonderful stay! #pug #puglife #dogsofinstagram #cookiebryce,2023-11-18 21:20:18,@suebryce
zBvzNxIb9W,9702158,1593,Always a fun night with @kristieleephotographer,2023-11-18 21:20:19,@kristieleephotographer
zDj1GwIbwz,9702158,516,"Beautiful collection at the #sallylapointe #AW15 #NYFW show. Gorgeous capes, coats and oversized bags.",2023-11-18 21:20:19,
zDjxePIbwu,9702158,624,Love this look at the #sallylapointe #AW15 show. How cool is this oversized clutch? #NYFW,2023-11-18 21:20:19,
y2V7-gob1s,9702158,1384,"Can't believe I forgot this one! @Anja_Konstantinova #premiermodels for @ellesingapore Feb 2015 issue. Styling by @ozzyshahstylist, Hair by @haircraigmarsden, Make up by @marcoantoniolondon, Retouching by @ashleegrayretouch, Photo Assistance Matt Richards, Alex Finn & Josh Auke! #ellesingapore #fashionphotography #editorial #anjakonstantinova #beauty #catsofinstagram #ragdoll",2023-11-18 21:20:40,@Anja_Konstantinova
y2Wr-Yob3Z,9702158,1132,Join me at my next fashion photography workshops in Vancouver & LA! See the 'schedule' on www.larajadeworkshops.com #fashionphotography #photoworkshop #larajadeworkshops #behindthescenes #workshop #gatsby #colonystudios,2023-11-18 21:20:40,
y8qhGGob6g,9702158,1308,At the #epsondigitalcouture event in #NYC tonight with @kristieleephotographer #NYFW2015,2023-11-18 21:20:40,@kristieleephotographer
y-ifBhIb4f,9702158,1325,A walkthrough of my fashion shoot for @elle_singapore is featured inside @rfwppi magazine this month! View the article - http://bit.ly/1ygTqmu #fashionphotography #ellesingapore #editorial,2023-11-18 21:20:40,@elle_singapore
ynU7GtIb0o,9702158,3130,#Repost @kristieleephotographer with @repostapp. The talented Kristie captured me and one of my kitties Elle last week! Love her expression - she hates faces!! Follow them on insta! @gqandelle #birman #fashioncat #catsofinstagram #catstagram #catsofnewyork,2023-11-18 21:20:40,@kristieleephotographer
yp04czob6_,9702158,1534,Can't believe I just got around to retouching these! The beautiful @rachelyampolsky (Photogenics LA) from a live workshop demo I did on @creativelive last year. Styling by @donaldhicks and Make Up by @gunnglamour. Backdrop by @oliphantstudio #beauty #model #photogenics #portrait #fashionphotography #texturedbackdrop #rachelyampolsky #lace,2023-11-18 21:20:40,@rachelyampolsky
ypzKBFob4N,9702158,1385,Can't believe I just got around to retouching these! The beautiful @rachelyampolsky (Photogenics LA) from a live workshop demo I did on @creativelive last year. Styling by @donaldhicks and Make Up by @gunnglamour. Backdrop by @oliphantstudio #beauty #model #photogenics #portrait #fashionphotography #texturedbackdrop #rachelyampolsky #lace,2023-11-18 21:20:40,@rachelyampolsky
yr9nIKIb2j,9702158,1121,I'm on the cover and have a feature inside the Feb Issue of Rangefinder Magazine! @rfwppi (www.rangefinderonline.com) Some of you may remember this shot from a few years back! #fashioncover #magazinecover #rangefinder #pastels #fashionphotography #springsummer #wppi,2023-11-18 21:20:40,@rfwppi
yuP0mfIb5h,9702158,3617,"#TBT shooting in Maui, Hawaii a few years back. Looking over these photos makes me want to book a trip back ASAP! #maui #hawaii #ocean #photographer #canon #behindthescenes",2023-11-18 21:20:40,
yupffjIbwQ,9702158,970,Another #TBT today. The beautiful #marinastreb wearing #burberry for @guardian_fashion a few years ago. Loved this look! #metallics #pastels #fashionphotography #premiermodels,2023-11-18 21:20:40,@guardian_fashion
yxqkffIb_j,9702158,2171,"Going back a few years again for today's post.. The inspiring #bridgetmalcolm for #materialgirlmagazine. Styling by Claudia Behnke, Hair by Liam Curran and Make Up by Megumi Matsuno. #fashionphotography #spring #headpiece #floral #fashioneditorial #pastels #beauty",2023-11-18 21:20:40,
zBUC9Cobyq,9702158,923,Beautiful silhouettes at the #yunayang FW15 presentation #NYFW2015 #NYFW,2023-11-18 21:20:40,
x-KRHlIb4b,9702158,1548,GQ cat approves of my gift from @ashleegray. 'Choupette' is bringing out my inner cat lady. #karllagerfeld #choupette #GQcat #catsofinstagram,2023-11-18 21:20:58,@ashleegray.
ydM3zJIb5J,9702158,1521,#TBT with the lovely @donaldhicks in #Vegas last year! Take me back!,2023-11-18 21:20:58,@donaldhicks
yftDCFIb3y,9702158,1379,"The beautiful @Anja_Konstantinova #premiermodels for @ellesingapore Feb 2015 issue. Styling by @ozzyshahstylist, Hair by @haircraigmarsden, Make up by @marcoantoniolondon, Retouching by @ashleegrayretouch, Photo Assistance Matt Richards, Alex Finn & Josh Auke! Special thanks to Marley the ragdoll! #ellesingapore #fashionphotography #editorial #anjakonstantinova #beauty #ragdoll #catsofinstagram",2023-11-18 21:20:58,@Anja_Konstantinova
yfxoFCobwf,9702158,1350,"The beautiful @Anja_Konstantinova #premiermodels for @ellesingapore Feb 2015 issue. Styling by @ozzyshahstylist, Hair by @haircraigmarsden, Make up by @marcoantoniolondon, Retouching by @ashleegrayretouch, Photo Assistance Matt Richards, Alex Finn & Josh Auke! Special thanks to Marley the ragdoll! #ellesingapore #fashionphotography #fashioneditorial #editorial #anjakonstantinova #beauty #ragdoll #catsofinstagram #dolceandgabbana #garethpugh",2023-11-18 21:20:58,@Anja_Konstantinova
yh8_Yfob-B,9702158,1277,"The beautiful @Anja_Konstantinova #premiermodels for @ellesingapore Feb 2015 issue. Styling by @ozzyshahstylist, Hair by @haircraigmarsden, Make up by @marcoantoniolondon, Retouching by @ashleegrayretouch, Photo Assistance Matt Richards, Alex Finn & Josh Auke! Special thanks to Angelica the ragdoll! #ellesingapore #fashionphotography #editorial #anjakonstantinova #beauty #ragdoll #catsofinstagram #saintlaurent",2023-11-18 21:20:58,@Anja_Konstantinova
yhhiY9ob2g,9702158,1214,"The beautiful @Anja_Konstantinova #premiermodels for @ellesingapore Feb 2015 issue. Styling by @ozzyshahstylist, Hair by @haircraigmarsden, Make up by @marcoantoniolondon, Retouching by @ashleegrayretouch, Photo Assistance Matt Richards, Alex Finn & Josh Auke! Special thanks to Marley the ragdoll! #ellesingapore #fashionphotography #fashioneditorial #editorial #anjakonstantinova #beauty #moschino #joubi #SS15",2023-11-18 21:20:58,@Anja_Konstantinova
yHtEXEob1E,9702158,1621,"Excited to be back in the sun in February. I'll be in LA and I'll also be shooting 3 editorials in Costa Rica! So over winter right now.. This image was from a shoot for #ellesingapore last year in #palmsprings. Model @mar_sowa, Styling by Marissa Adele, Hair by Daniel Roldan, Make Up by Jennifer Hanching. #septemberissue #marcelinasowa #fashionphotography",2023-11-18 21:20:58,@mar_sowa
yirLo_Ib2g,9702158,1337,"The beautiful @Anja_Konstantinova #premiermodels for @ellesingapore Feb 2015 issue. Styling by @ozzyshahstylist, Hair by @haircraigmarsden, Make up by @marcoantoniolondon, Retouching by @ashleegrayretouch, Photo Assistance Matt Richards, Alex Finn & Josh Auke! #ellesingapore #fashionphotography #editorial #anjakonstantinova #beauty #celine",2023-11-18 21:20:58,@Anja_Konstantinova
yK2zm0Ib4g,9702158,1072,NY premiere of #blacksea with @kristieleephotographer last night.,2023-11-18 21:20:58,@kristieleephotographer
ykky4gIbxg,9702158,1267,Checking out the #killerheels exhibition with @james_zanoni at the #brooklynmuseum! #moreshoes #wanteverything,2023-11-18 21:20:58,@james_zanoni
yORwZlob51,9702158,1952,A bit of glamour in the studio today with @victoria_kaputskaya with make up & hair by @laceyelliot #behindthescenes #photoshoot #fashionphotography #chandelier,2023-11-18 21:20:58,@victoria_kaputskaya
yYK-a9ob1B,9702158,2005,A quick snap of @victoria_kaputskaya taken alongside a photo mentorship I was teaching a few days ago. Make up & hair by @laceyelliot #fashionphotography #naturallight #beauty #natural #fresh #portrait #lace,2023-11-18 21:20:58,@victoria_kaputskaya
x7H1sBIb_p,9702158,1365,Only a few more days to get the early bird offer on my Vancouver workshops. I'll be hosting a 2 day workshop this April. Email LJWorkshops@gmail.com for details.,2023-11-18 21:21:25,@gmail.com
xB1HFHIb1X,9702158,1397,Merry Christmas from my family & mini me to yours! ❤️,2023-11-18 21:21:25,
xbztrpob3D,9702158,1455,Join me and @ashleegray on our next workshop in Los Angeles! Here's a few shots from our last workshop at the same location. Can't wait to go back! www.larajadeworkshops.com #photoworkshop #fashionphotography #photographyworkshop #larajadeworkshops #california,2023-11-18 21:21:25,@ashleegray
xE7m-tobzd,9702158,650,Boxing Day shopping with mini me. #sisters #loveher,2023-11-18 21:21:25,
xE86l9Ib2q,9702158,434,A bit of friday inspiration.. #orlakiely,2023-11-18 21:21:25,
xks1cyob8G,9702158,2580,Happy to be back in NYC after a lot of traveling this month! I had a lovely 2 1/2 weeks in England with my family but it's back to the grind and organizing my work schedule!,2023-11-18 21:21:25,
xOkmIsob0N,9702158,3191,What do you get when you cross a high fashion shoot with a toddlers camera? This is the camera the cruel guys at @digitalrev gave me to complete the 'Pro Photographer Cheap Camera' challenge! See the video at www.youtube.com/user/DigitalRevCom #cheapcamerachallenge #anpanman #cheapcamera #digitalrev #larajade #photographer #fashionphotography #hongkong,2023-11-18 21:21:25,@digitalrev
xPC2LtIb-A,9702158,2642,"One of the images I took on the 0.3 megapixel #anpanman toddlers camera for the @digitalrev 'Pro Photographer Cheap Camera' Challenge! See the episode and the rest of the shots here www.youtube.com/user/DigitalRevCom

Model @jeongjiyoung666, Hair & Make up by @sashawongmua, Outfits provided by Barney Cheng. #cheapcamerachallenge #digitalrev #fashionphotography #hongkong",2023-11-18 21:21:25,@digitalrev
xRMRF6ob62,9702158,1161,Grab one of my online classes with @creativelive in the end of year sale! Less than 22 hours left. https://www.creativelive.com/instructor/lara-jade #creativelive #gatsby #1920s #theia #theiacouture #flapper #fashionphotography #photoworkshop,2023-11-18 21:21:25,@creativelive
xUXjhZIbwT,9702158,1853,Happy new year everyone! Here's to a great year! Photo from a shoot for #harrods magazine earlier this year. Quite possibly one of my favorite shoots of 2014! #fashioneditorial #harrodsmagazine #lisaakesson #dolceandgabbana #owldress #floral #flowerwall #editorial #fashionphotography #harrods,2023-11-18 21:21:25,
xxpzoXobzH,9702158,1286,Teaching @xbellanotte today in my studio! Loved this look. Thank you @laceyelliot for the beautiful hair and make up. #larajadeworkshops #fashionphotography #behindthescenes,2023-11-18 21:21:25,@xbellanotte
xxrTm5ob13,9702158,1255,The next 2015 workshop will be in.. Vancouver!!!! Take advantage of the early bird discount (full 2 day course $1450 - usually $1600) - ends in one week! Email LJWorkshops@gmail.com for details or visit www.larajadeworkshops.com #larajadeworkshops #photographyworkshop #behindthescenes,2023-11-18 21:21:25,@gmail.com
w29hncIb-A,9702158,2029,After being knocked off my feet yesterday by an unexpected illness & hospital visit I am feeling re-energized and about to fly back to London! Thankful for kind people - not the easiest thing to deal with in a city you're unfamiliar with and alone! Had such a good time in Hong Kong despite being sick - the @digitalrev team are wonderful. See you in 13 hours London!,2023-11-18 21:21:50,@digitalrev
w6jJTbIbwH,9702158,919,I'll be on @digitalrev TV on the 29th December. See how I handle a cheap camera on a high fashion shoot in Hong Kong! View the trailer on the DigitalRev YouTube channel now. #digitalrev #fashionphotography #photographer #fashionshoot #hongkong,2023-11-18 21:21:50,@digitalrev
wcBoy7ob5J,9702158,1844,I'm a sucker for a pretty dress. I bought it to teach a couple of upcoming one on one photo mentorships but think I may keep for myself too 💁 #lacedress #gown,2023-11-18 21:21:50,
wenEO1ob1W,9702158,1439,Photo of me by the lovely @oscarmay_. Shot a few months ago on one of my trips to London.,2023-11-18 21:21:50,@oscarmay_.
wfgr9kobxS,9702158,1152,Studio ready for tomorrow's shoot. Teaching a one on one photo mentorship. #fashionphotography #photostudio #photographer #broncolor #GenNEXT #oliphantbackdrops #photolighting,2023-11-18 21:21:50,
wo8Fi4obx5,9702158,1244,My work buddy - GQ cat. #catsofInstagram #birman #GQcat,2023-11-18 21:21:50,
wo9A4fIbzb,9702158,1782,Took a few shots on the side of a one on one photo mentorship! Full blog post of my experience with the new @broncolor #siros monolights coming soon. How gorgeous is this dress I picked up for the shoot? Model @rebeccafaithlawson and Hair & Make Up by @laceyelliot #fashionphotography #lacedress #fallwinter #oliphantbackdrops #beauty #model,2023-11-18 21:21:50,@broncolor
wpNG_Dob-Z,9702158,1670,"Image from my recent london workshop edited with #alienskin exposure 7! I've teamed up with them to give you guys a 30% off holiday promo code! Simply use code LAR1214 (works on upgrades & other software too!). Code ends on the 19th Dec midnight EST. Styling by @ozzyshahstylist, Hair by @ranellechapman, Make up by @leah_roseanne, Model Jemma at First models.",2023-11-18 21:21:50,@ozzyshahstylist
wuhAahob57,9702158,1077,Teaching at my studio again today with student Jade. Model is the lovely @kseniyasainy. Hair & make up by the talented @deborahaltizio. #fashionphotography #workshop #behindthescenes #photostudio #broncolor,2023-11-18 21:21:50,@kseniyasainy.
wwGBK-Ibyh,9702158,674,En route to Hong Kong to work with DigitalRev on their 'Pro Photographer - Cheap Camera' Challenge. 16 hour flight ahead but excited for the next two days!,2023-11-18 21:21:50,
wXFJ_vob1u,9702158,1247,My work area looking quite nice if I do say so myself! I can't work if its unorganized...,2023-11-18 21:21:50,
wzvxLnIb2-,9702158,1283,Good morning Hong Kong! Ready for the day filming with DigitalRev! #roomwithaview #hongkong #skyline,2023-11-18 21:21:50,
wAW4o8ob31,9702158,565,These are a few of my favorite things.,2023-11-18 21:22:11,
wFzqldob3k,9702158,758,"New work out in Hong Kong Tatler! Model @100zenmonkeys. Styling by @ozzyshahstylist, Hair by @jeaniesyfu, Make Up by @kwmakeup, Set Design by @stocktonhall, Manicurist @marthafekete, Retouching by @ashleegrayretouch #resort2015 #HKTatler #Tatler #Wilhelmina #fashionphotography #fashioneditorial #prints #clashingprints #miumiu",2023-11-18 21:22:11,@100zenmonkeys.
wG6igwIbwu,9702158,554,"New work out in Hong Kong Tatler! Model @100zenmonkeys. Styling by @ozzyshahstylist, Hair by @jeaniesyfu, Make Up by @kwmakeup, Set Design by @stocktonhall, Manicurist @marthafekete, Retouching by @ashleegrayretouch #resort2015 #HKTatler #Tatler #Wilhelmina #fashionphotography #fashioneditorial #prints #clashingprints #valentino",2023-11-18 21:22:11,@100zenmonkeys.
wG8Q91ob68,9702158,492,"New work out in Hong Kong Tatler! Model @100zenmonkeys. Styling by @ozzyshahstylist, Hair by @jeaniesyfu, Make Up by @kwmakeup, Set Design by @stocktonhall, Manicurist @marthafekete, Retouching by @ashleegrayretouch #resort2015 #HKTatler #Tatler #Wilhelmina #fashionphotography #fashioneditorial #prints #clashingprints",2023-11-18 21:22:11,@100zenmonkeys.
wH8EowIb5J,9702158,567,"New work for Hong Kong Tatler featuring model Zen (#Wilhelmina). Styling by @ozzyshahstylist, Make Up by @kwmakeup, Hair by @jeaniesyfu, Set Design by @stocktonhall, Retouching by @ashleegrayretouch #fashionphotography #fashioneditorial #hongkongtatler #tatler #prints #printclash #resort2015",2023-11-18 21:22:11,@ozzyshahstylist
wKQjlkob8k,9702158,1033,New toy arrived at the studio today - the @broncolor Siros Kit! Best feature has to be that it allows you to control the lights via the 'BronControl' app - for both IPhone and iPad! #broncolor #GenNEXT #photographer #photolighting #Siros #broncontrol,2023-11-18 21:22:11,@broncolor
wM8C6rob49,9702158,1259,"My latest shoot for City AM Bespoke Magazine with the beautiful @maaikeklaasen @suprememgmt. Styling by @ozzyshahstylist, Hair by @hiromari8787, Make Up by @deborahaltizio, Retouching by @monica_chamorro #CityAM #NYC #TimesSquare #fashionphotography #fashioneditorial #maaikeklaasen #suprememodels #matthewwilliamson",2023-11-18 21:22:11,@maaikeklaasen
wMEurpob4T,9702158,1508,"New work out for City AM Bespoke magazine! Featuring the beautiful Maaike Klaasen @suprememgmt. Styling by @ozzyshahstylist, Make Up by @deborahaltizio, Hair by @hiromari8787, Retouching by Monica Chamorro. #CityAM #NYC #RowNYC #fashioneditorial #maaikeklaasen #suprememodels",2023-11-18 21:22:11,@suprememgmt.
wPMnuCIb0t,9702158,1132,"Another image from my story for City A.M Bespoke Magazine. Model @maaikeklaasen @ @suprememgmt. Styling by @ozzyshahstylist, Make Up by @deborahaltizio, Hair by @hiromari8787 @ Bryan Bantry Agency, Retouching by @monica_chamorro #CityAM #maaikeklaasen #NYC #fashionphotography #city #fashioneditorial #model",2023-11-18 21:22:11,@maaikeklaasen
wUevUTob1T,9702158,875,"New work out for YOU Magazine with @pgdiprincipe. See the full story in today's issue in the UK. Shot at The Hotel Café Royal in London.

Styling by @ozzyshahstylist @ Carol Hayes Management, Hair by Ben @ United Artists Ldn, Make up by @megumi.matsuno at Carol Hayes Management, Retouching by @ashleegrayretouch. Assistants Matt Richards and Alex Finn #youmagazine #fashioneditorial #paulagoldstein #hotelcaferoyal #mostinvited",2023-11-18 21:22:11,@pgdiprincipe.
wWRGLRob_I,9702158,833,"New work out for YOU Magazine with @pgdiprincipe and @what_katie_saw. Shot at The Hotel Café Royal in London.

Styling by @ozzyshahstylist, Hair by Ben @ United Artists Ldn, Make up by @megumi.matsuno, Retouching by @ashleegrayretouch, Photo Assistants Matt Richards and Alex Finn #youmagazine #mailonsunday #editorial #paulagoldstein #katiereadman #hotelcaferoyal #mostinvited #style",2023-11-18 21:22:11,@pgdiprincipe
wXCp49IbxN,9702158,722,"New work out for YOU Magazine with @aliceinherpalace, @marissamontgomery and @marissahermer. Shot at The Hotel Café Royal in London.

Styling by @ozzyshahstylist, Hair by Ben @ United Artists Ldn, Make up by @megumi.matsuno, Retouching by @ashleegrayretouch, Photo Assistants Matt Richards and Alex Finn #youmagazine #mailonsunday #editorial #hotelcaferoyal #mostinvited #style",2023-11-18 21:22:11,@aliceinherpalace
v1Jta0Ib_H,9702158,943,‪#‎BWChallenge‬ Day 4/5 Model Ann-Marie Ainikkamäki shot earlier this year. Styling by Kat Banas / Hair by Yukiko Tajima / Make up by Misuzu Miyake,2023-11-18 21:22:35,
v33n0oob9-,9702158,973,Last day of the #BWChallenge - the beautiful V (MC2 Models). Styling by Donald Hicks / Make up by Misha Shahzada / Hair by Alexander Tome,2023-11-18 21:22:35,
v6JMmwob-4,9702158,992,Current mood #GQcat #lazy #birman #just5moreminutes,2023-11-18 21:22:35,
vj9bPMob0f,9702158,657,The beautiful Jemma (First Models London) from my recent London workshops. Loved this look! #larajadeworkshops #behindthescenes #fashionphotography,2023-11-18 21:22:35,
vkVWdfob8Y,9702158,847,Behind the scenes from my recent London workshops at Hoxton St Studios. Photo by Pete Cox #larajadeworkshops #behindthescenes #fashionphotography,2023-11-18 21:22:35,
voGwviob_L,9702158,683,On the @broncolor #GenNEXT blog today. Behind the scenes from my shoot with @Harrods magazine and actress Charlotte Riley. http://gennext.broncolor.com/ #behindthescenes #charlotteriley #britishactress #broncolor #provisionstudios,2023-11-18 21:22:35,@broncolor
vuPysYob-a,9702158,1044,#BWChallenge Day 1/5. An early #selfportrait before I even though of going blonde! Back in the days when an old bedsheets was my studio backdrop and eBay foraged wigs and make up were my props to disguise my appearance!,2023-11-18 21:22:35,
vwCbjgIb9n,9702158,511,‪#‎BWChallenge‬ Day 2/5. DJ and actress Tolula Adeyemi shot a few years ago in London. Personality on set makes for energetic images! #tolulaadeyemi #60s #blackandwhite #fashionphotography,2023-11-18 21:22:35,
vY4i-hIb7h,9702158,546,"British actress Charlotte Riley for Harrods Magazine! Styling by Poppy Rock, Hair by Charlie McEwan, Make Up by Julie Jacobs #charlotteriley #harrods #harrodsmagazine #britishactress #pinkcoat #portrait",2023-11-18 21:22:35,
vY5CT2Ib-4,9702158,760,"British actress Charlotte Riley for Harrods Magazine! Styling by Poppy Rock, Hair by Charlie McEwan, Make Up by Julie Jacobs #charlotteriley #harrods #harrodsmagazine #britishactress #portrait",2023-11-18 21:22:35,
vyg-jDob3R,9702158,1520,#BWChallenge Day 3/5. One of my favorite black and white shots I've done - the beautiful @zhenyakatava. Styling by @lentzjenkins and hair and make up by @ronniepeter #zhenyakatava #blackandwhite #fashionphotography #model,2023-11-18 21:22:35,@zhenyakatava.
vZN53dIb9O,9702158,572,"British actress Charlotte Riley for Harrods Magazine! Styling by Poppy Rock, Hair by Charlie McEwan, Make Up by Julie Jacobs #charlotteriley #harrods #harrodsmagazine #britishactress #classic #reddress",2023-11-18 21:22:35,
u_2qqaob1Y,9702158,630,#Repost from @ashleegray with @repostapp --- Rue De Rivoli | Paris,2023-11-18 21:22:52,@ashleegray
u_2wdUIb1i,9702158,575,#Repost from @ashleegray with @repostapp --- Musée du Louvre with @larajadephotography,2023-11-18 21:22:52,@ashleegray
u_3M3Cob2I,9702158,1119,A visit to the Moulin Rouge..a beautiful sight after a long day! #moulinrouge #pigalle #touristday,2023-11-18 21:22:52,
u1Boe2Ib0H,9702158,978,Beautiful view whilst location scouting today. #london #caferoyal #londonview,2023-11-18 21:22:52,
vCa1EyobwH,9702158,646,#Repost from @ashleegray with @repostapp --- Eiffel Tower with @larajadephotography,2023-11-18 21:22:52,@ashleegray
vF9XG2Ib6h,9702158,637,Twinning with @ozzyshahstylist on yesterday's shoot!,2023-11-18 21:22:52,@ozzyshahstylist
vJ6QOlIb42,9702158,1045,Today's workshop in London with @ozzyshahstylist @leah_roseanne @ranellechapman - loved this look! #larajadeworkshops #behindthescenes #gown #photostudio #hoxtonstudios,2023-11-18 21:22:52,@ozzyshahstylist
vTc7TSIb6W,9702158,596,#Repost from @oscarmay_ with @repostapp --- Behind the scenes at the @larajadephotography / @ashleegray workshops,2023-11-18 21:22:52,@oscarmay_
vUXSQ7Ib0i,9702158,351,#Repost from @ozzyshahstylist with @repostapp --- Missing this girl so much already! @larajadephotography my heart bleeds #cantcope ❤️,2023-11-18 21:22:52,@ozzyshahstylist
vUXUxOob0t,9702158,628,#Repost from @ashleegray with @repostapp --- Working and traveling with @larajadephotography couldn't be any more fun! Wrapped up our second workshop last night.,2023-11-18 21:22:52,@ashleegray
vW9abKobyZ,9702158,1503,New hair new month,2023-11-18 21:22:52,
vWOOrlIb78,9702158,445,#Repost from @oscarmay_ with @repostapp --- Another behind the scenes image at the @larajadephotography & @ashleegray workshop,2023-11-18 21:22:52,@oscarmay_
u1BHuCIbzJ,9702158,671,Miss @ashleegray is in London! 👯,2023-11-18 21:23:12,@ashleegray
ujIZ2aob4q,9702158,987,"That time we shot in sticky NYC summer heat, on a beach full of almost naked people and convinced a guy to let us use his bicycle. Every photo shoot has a story and it's usually the creative process that is the most unexpected.. I took this just over 3 years ago! #rockawaybeach #fashionphotography #fashioneditorial #miumiu #60s #retro #summer",2023-11-18 21:23:12,
ukphJlob5e,9702158,960,En route to London this morning! May or may not have a little stowaway in my luggage. #catinasuitcase #travel #packing #catsofinstagram #birman,2023-11-18 21:23:12,
uttEeYobxz,9702158,1172,Osi from Polands Next Top Model. This episode (Cycle 4 Episode 9) just aired - who saw it?? Can't say this was the easiest shoot - a combination of limited time and weather(!) but it was a wonderful experience. #polandsnexttopmodel #topmodel #osi #fashionphotography,2023-11-18 21:23:12,
t37Cn5Ib7C,9702158,572,Stylist Q&A at my workshops last week with the amazing @donaldhicks. Photo by @cotytarr  #larajadeworkshops #behindthescenes #donaldhicks,2023-11-18 21:23:13,@donaldhicks.
t3P4zGIb6E,9702158,898,Back to reality today.. going over behind the scenes from the 4 day event. Here's me doing a light/posing demonstration with the beautiful Katharina! Photo by @cotytarr #fashionphotography #larajadeworkshops #behindthescenes,2023-11-18 21:23:13,@cotytarr
uDnlW6ob7Y,9702158,1188,Lazy days with this furball. #GQcat #catsofinstagram #birman,2023-11-18 21:23:13,
